,0
0,0.9999999999968506
1,1.0000000000032245
2,0.9999999999936585
3,29.747218315048354
4,0.9999999999935338
5,58.51139408735124
6,0.9999999999933388
7,87.30913904091683
8,0.9999999999930903
9,116.15644377417264
10,0.999999999992816
11,145.0685469545311
12,0.9999999999925507
13,174.0600023629605
14,0.9999999999923332
15,203.14491721847287
16,0.999999999992194
17,232.3372260424677
18,0.9999999999921425
19,261.6508692437895
20,0.999999999992153
21,291.0998650818753
22,0.999999999992198
23,320.6980277162512
24,0.9999999999922646
25,350.45762100073927
26,0.9999999999923437
27,380.3885755350612
28,0.9999999999924071
29,410.4988512490494
30,0.9999999999924218
31,440.79593727695897
32,0.9999999999923591
33,471.2880114791031
34,0.9999999999922244
35,501.9853244100812
36,0.9999999999919553
37,532.9092831105075
38,0.9999999999910086
39,564.1114240197494
40,0.9999999999884972
41,595.6713041679565
42,0.9999999999831706
43,627.6867782880535
44,0.9999999999693
45,660.0695387444288
46,0.999999999907038
47,692.1846139298145
48,0.9999999994331743
49,723.976585106383
50,1.0000000006355494
51,753.4356648241668
52,1.000000000082299
53,787.8263673196046
54,1.0000000000150935
55,818.7221516705584
56,1.000000000016214
57,850.7961953795042
58,1.0000000000662126
59,881.0286164468702
60,1.0000000000500784
61,900.0000000000513
62,29.513378556586996
63,1.0000000000064033
64,29.515828007727382
65,29.73833006947306
66,29.523520321283097
67,58.493798812166695
68,29.53753105728153
69,87.28316229888962
70,29.559829179287846
71,116.12247968969291
72,29.59357248892386
73,145.02695451060188
74,29.64329520260548
75,174.01101562487995
76,29.71432644989632
77,203.08862670563778
78,29.811092489961357
79,232.27362866898827
80,29.934939380172295
81,261.5799242042833
82,30.082160712329912
83,291.02167935525796
84,30.24777046742734
85,320.6134138947293
86,30.42782455720538
87,350.3678020586936
88,30.618903487179
89,380.2945843984179
90,30.81559031914927
91,410.4009346851936
92,31.013211911070343
93,440.6937342903052
94,31.208934665910355
95,471.18043566775174
96,31.410364260392655
97,501.866528105448
98,31.629510108158613
99,532.763473998362
100,31.816821922373858
101,563.923915116656
102,31.866427534766007
103,595.4325047392593
104,31.509701042314575
105,627.4942652772185
106,29.670800761069312
107,659.7486732074686
108,30.864216418667898
109,690.3226301080097
110,32.40429224138591
111,722.5445238160058
112,35.87075501216799
113,753.2665674607186
114,37.00336293101536
115,785.9523275186843
116,35.43549817603572
117,817.7322975252487
118,35.04716980249881
119,848.8207370541885
120,35.25029537450433
121,879.6097823227316
122,35.05145482479622
123,900.0000000000908
124,58.02162159717452
125,1.0000000000062619
126,58.02615992628148
127,29.71147536416399
128,58.04041704453214
129,58.44067169938128
